id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,is_bad
1c67328eee9781de,"2006

All tags are off as of right now!  05:51 PM, 24 June",0,0,0,0,0,0,False
958167cb4c6a3919,"You obviously don't know what you're talking about. I read tons of books about the topic. They're technically normal. They appear fully functional, just their average IQ is lower. Perhaps this link will help you understand the matter.",0,0,0,0,0,0,False
c3eda62aa5a93215,STOP CHANGON IT FUCKEN MORONS HE AM RUNNEN IN 2008 SO STOP WORKON FOR FUCKON JEORGE BUSH AND STOP CHANGON THE PAGE and you stop beon mene to me my name am jassel mubedian and I am from the war in Iraq and YOU STOP CHANGON THE CUNTREY AND THE PAGE so stop also,1,0,1,0,0,0,True
ef418126828e139a,"Wikipedia:Contributor copyright investigations/Arab League 

If you would pause your work for ~30 minutes, I'll sort them for you into linked lists, subdivided by flags, maps, graphics/logos, and photographs. Yes?",0,0,0,0,0,0,False
c570171bae3e4625,It's hard to tell how many we have missed and it is very likely that there are less information available on small projects. Stuart Staniford has tried to extraploate how much we may have missed (see this chart). Currently there are about 440 entries in the database.,0,0,0,0,0,0,False
ba17158689b554c4,"""

 Confused about how members are selected 

I'm a bit confused how the members are selected. I know each has to be approved individually, but how exactly are they nominated (self nominated?)? Are only the appropriate number for each region nominated or is it possible to have more then the total allowed for a region nominated? If it's possible to have more then the total, and more then the total are approved, how exactly are the states which will actually be on the council selected (e.g. based on the votes received). Finally, whatever the case, what happens if not enough states are selected/approved from a region?  

I hink that they are self-nominated because there were more candidates then mandates to disperse.  

To address your questions in order:
They are all self-nominated. The countries have to volunteer, and they have to invite observers into their countries to check how their own human rights record actually is.
It is possible, and intended, that more than the alotted number of slots nominate themselves; else, why vote if we have exactly as many candidates as slots?
As has happened for the Western European and Others Group, the ones with the most votes in support are selected. (None of the candidates from the WEaOG got less than 50% approval, but Greece and Portugal got the smalles number of votes, I believe.)
Hope this explains it. — (?) """,0,0,0,0,0,0,False
502e41c2d2b9bd57,"The main page of the article on User:Thirteen squared could be improved if it included some information on the etymology of Nadya Suleman's last name.   (It happens to be very similar to the last name of another high profile individual (not yet in the news), as well as a high profile individual from 1945, over 50 years ago.)  And while I am on the subject, I think I have a pretty good idea what Thirteen squared's real name is.  All of these things, taken together, should be noted on the main page of this article.",0,0,0,0,0,0,False
00bfa0b04e7aeef1,"Re: Peer review template 
It appears that many featured articles also feature in Category:Old requests for peer review, which indicates that most people haven't removed the archived peer review template from the article's talk page even after it had achieved Featured Article status. However, I can't really comment as to whether the box should be removed; I'd suggest posting a message on either the peer review talk page or at the village pump if you want opinions from more experienced editors than myself! -D",0,0,0,0,0,0,False
884f9b100be0d8c0,""":::John Strange's own nutjob words: """"But in view of the lower limit for the existence of Caphtor/Keftiu I would hesitate to identify in with Crete, if there is nothing which definitely warrants such an identification."""" Too bad for him that Cretan citynames following kftiw are  carved in stone during Amenhotep III. There's nothing to debate because Keftiu is 'Crete' with _100%_ certainty. John Strange is an idiot.

""",1,0,0,0,0,0,True
5bbcdf87ebf19f6f,YOU HAVE FINALLY GOTTEN ACCUSTOMED TO CHANGING YOUR OWN DIAPER WITHOUT ANYBODY'S HELP,1,0,0,0,0,0,True
9cb51ee26b586b5e,""": See http://www.runnersworld.com/footnotes/gwbush/racingrecord.html for Runners World listing of his races. See also """"20 Questions for President George W. Bush: A Running Conversation by Bob Wischnia & Paul Carrozza"""" at http://www.runnersworld.com/footnotes/gwbush/20questions.html which has the following Q and A with Bush:
Q """"I know you ran a marathon in Houston in 1993. What are your recollections from that?
A""""I  was distraught after my dad was defeated in 1992 so I decided I was going to set a little project for myself. I wanted to run the White Rock Marathon in Dallas so I began training intensely for it. I gave myself a month to train for it and pushed myself incredibly hard as this after-election therapy. But I got sick and it was really a foolish attempt on my part.
Q""""It takes a lot longer than a month to get ready for a marathon.""""
A""""Dr. Ken Cooper of the Cooper Clinic told me the same thing. So I set my sights on Houston which gave me some more time to train. I ran it in 3:44. I ran the first mile in 8 _ minutes and the last mile in 8 _ minutes. It was one of the great experiences of my life."""" 

""",0,0,0,0,0,0,False
e6315da10c275d79,FUCK OFF YOU CRYBABY SHIT OF A MAN,1,1,1,0,1,0,True
13fb6b169da68a47,REDIRECT Talk:Pity the Nation,0,0,0,0,0,0,False
feaab16fa797b82e,"3RR
Just out of curiosity, have you ever considered RESEARCHING complaints before throwing out bans willy-nilly?",0,0,0,0,0,0,False
e86c3866761f6b83,"Justification after the fact is not consensus.  Read back, and see how many actually agree with your decision.  There are probably more people who expressed dislike of those tables.  There was no consensus.",0,0,0,0,0,0,False
060a0b987fe7a7c8,What nonsense is this?,0,0,0,0,0,0,False
6e34e4ff185f28dd,"""

 Please do not vandalize pages, as you did with this edit to Scott Walker (ice hockey). If you continue to do so, you will be blocked from editing.  ⊕⊗ """,0,0,0,0,0,0,False
c95aa516b5b7c177,"""

 D€ATH TO NORWEGIANS AND ALL ANTI-SEℳITES WHO SIDE WITH THE """"PALESTINIANS."""" D€ATH TO THE NATION THAT PRODUCED QUISLING. 

€UROTRASH ₩HORE. FU₵KING COMMIE SCUM.""",1,0,1,1,1,1,True
2b40d3da12a48d29,"""==Author's comments==

I posted the following comments on the userpage, but moved them now to this talk page with minor edits:

The following changes are suggested:

 Mark """"Requests for Adminship"""" as historical, and open the new process, """"Sysop Applications.""""
 Replace the standard three RFA questions with the six questions shown below.  
 Question 3 - how the applicant intends to use the sysop tools - is similar to old question 1. 
 Question 4, asking for the applicant's article writing experience, is based on old Question 2. 
 I have removed old question 3 about conflicts with other users.
 Questions 1 and 2 are added to establish minimum criteria.  Only one user (Lustiger.seth) who failed these criteria has become a sysop in the last several years.  Having these criteria on the application should eliminate the need for WP:NOTNOW closes to premature RFAs.
 Questions 5 and 6 are added to establish the candidate's character for honesty.  Why this wasn't done years ago after the Archtransit scandal is hard for me to understand.  Disclosure of material negative information should be expected of all applicants.
 Remove the old system of voting """"support"""", """"oppose"""", or """"neutral"""" with a reason in your vote.  Instead, vote """"support"""" or """"oppose"""" without giving a reason.  Then, if you choose to give a reason, you may comment in the """"Concerns"""" section or on the talk page of the Application.
 This change will reduce the """"pile-on"""" effect of oppose voting.  Normally, in old RFAs, support voters vote without saying much, whereas oppose voters write long comments.  The oppose votes are disorganized insofar as oppose vote number 13 may refer back to oppose votes number 2 and 6.  The cumulative effect of oppose votes with long reasons is to say """"we hate you.""""  
 The new model removes this asymmetry.  You can still oppose, but you can't say more in your oppose vote than a supporter would say in her support vote.  The cumulative effect of bare support and oppose votes is """"some of us like you, and some don't.""""  To the extent that reasons for opposing the candidate need to be explained, the voter can explain in the """"Concerns"""" section.
 No """"neutral"""" votes.  If you don't want to vote, nobody is forcing you.  Neutral votes are pointless.
 We can decide later what a passing score should be.  For now we can allow bureaucrats to use their discretion as they currently do.

The following features will be maintained from the old RFA process:
 Bureaucrats decide the outcome after a 7-day discussion.
 A nominator may praise the candidate.  That is probably the one positive aspect of old RFA that is worth preserving. 

  

""",0,0,0,0,0,0,False
84b479f56297d630,"wouldn't YOU be better off with plastic surgery? I've seen your picture, and I think you would. ;)",0,0,0,0,0,0,False
35a805be4ee22c6f,"People who need to be watched
        Thing2TABStill up to your old tricks hey Gerard. Protecting your mates. You personal attacks against me will be removed as soon as I am back online. as will ve VileTriga and the others.
TABDavidGerardTABgo away, you gibbering fuckwit. Wikipedia is not chlorpromazine.
TABThing2TABI a gibbering fuckwqit hey. COmpared with you I am a genius.
TABThing2TABThough of course being as lacking in integrity as you. I imagine you clam to be one.
TABThing2TABSo do you refuse to remove your attacks?
TABThing2TABThis is of course going in my RFC apparently I have to have tried to resolve the problem, but obviosly you don't want to be solved.
TABThing2TABWikipedia also isn't a bigger dick.
TABThing2TABYou realy are unplasant aren't you. That little lot will be going in the log as well.

        DavidGerardTABargh. how does one set a mask to /ignore an IP range?
TABDenelson83_IPATABI don't think that's possible
TABDavidGerardTABirate is hopping around on dhcp being a PITA
TABProject2501aTABDave2: it's not possible.
TABambi2TABDavidGerard: have them k-lined?
TAB=-=TABMode #wikipedia +b *!*Thing2@*.range217-44.btcentralplus.com by DavidGerard
TAB=-=TABYOU (Thing2) have been booted from #wikipedia by DavidGerard (DavidGerard)
TABThing2TABI'm soory but Wikipedia requires me to try and solve disputes. But when it invloves talkingto people like you it';s not worth it.",1,0,0,0,0,0,True
a631a57ffaf47d71,"Aliens in America 

While I do agree with you, you need to avoid edit warring, as you have already been warned and blocked before on WP:3RR. While I'm not going to submit you myself, because I think that 3RR should apply only to policy violations and not people correcting them, what you are reverting would probably not be considered simple vandalism, and I don't want to see you blocked. I recommend you back down, and if people insert that content into the article in the future, take it to the administrator's noticeboard, request page protection, or just add  tags to it L",0,0,0,0,0,0,False
4c78ae1895081823,"She is not white, and not white british. She have clearly some other ancestry. And I disagree the she looks spanish, she is not white mediterranean.",0,0,0,0,0,0,False
5294fff14a2e139a,"""
 He requested and was granted a name change (to ). ChatMe!ReadMe!! """,0,0,0,0,0,0,False
