id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,is_bad
8f1dec8234401a96,"DIFFERENCES OF OPINION ON GAY RIGHTS
is not correct. He left over the inability of the government to pass its own same-sex benefits legislation. Rae supported the government bill, but he left in disgust at the government's ineffectiveness and allowing a free vote. This makes it sound as if he and the government were on different sides of the issue. They were not.",0,0,0,0,0,0,False
b079e1fa80b14662,"There is no problem really. So, some are born here, some are born there. Now, every time has its place. All along a trail, so why not following it? In a good way, we are attached to places and find reasons to stay, and so far, to be, or to have been in Oregon is a good thing!",0,0,0,0,0,0,False
8027f1ab86a5ccae,"She wrote this herself 
How would a source know she has a 'good start' on a language and why would any source mention that?  She wrote this herself.  It reads like website self-biograhpy.",0,0,0,0,0,0,False
19f53bf3b1e4dc9b,"—The preceding unsigned comment was added by  (talk • contribs) .

My mistake, and my apologies. What you wrote was so POV that I didn't pay as much attention to the references as perhaps I should. They did get restored, right? And it's not an issue of stupidity, it's an issue of consensus. Several other editors of the article found your wording POV. Please note that most if not all of us agreed with your basic premise; we disagreed only with the way you wrote it. As others have pointed out to me plenty of times, no one owns a Wikipedia article, and repeatedly pushing a view even in the face of discussion that suggests that you tone it down generally rubs people the wrong way.",0,0,0,0,0,0,False
7a106d3c06995d39,"Well no, the 13th century means the years of 1200-1299 and not the 1400s; And as i said before the most contemporary picture should be chosen due it being the most valid; There is a picture (fresco) of St. Francis in Subiaco which is contemporary in terms of life-time (his time of refuge there) which would be even better; Other than that i can only recommend to use the most contemporary picture of any saint for any saint instead of a 'hundred years' later imaginary projection; A good example would be St. Ambrose on wiki; Thus my vote goes to St. Francis and scenes from his life 13th century Bardi or the fresco at/from Subiaco; Thats my two sesterces;",0,0,0,0,0,0,False
8c0b16a0fb95ac8e,"""

So you are warning me because you support propaganda?
Nice try Henrik.  But  is trying to make wikipedia her soapbox.  It is not valid and more valid sources belongs on wikipedia.  Not a """"watchdog"""" managed by 1 person.  """,0,0,0,0,0,0,False
a939afed67b26a5a,"Ways to improve Jorge Mas 

Hi, I'm The Cosmos Master. Umfan88, thanks for creating Jorge Mas!

I've just tagged the page, using our page curation tools, as having some issues to fix. Good page but should be split into sections.

The tags can be removed by you or another editor once the issues they mention are addressed. If you have questions, you can leave a comment on my talk page. Or, for more editing help, talk to the volunteers at the Teahouse.",0,0,0,0,0,0,False
f036d14e710e2ddc,"Turin]] - Torino 
 Article Rome - Roma 
 Article [[",0,0,0,0,0,0,False
0b6e9616f386cf37,"Vandalism 

Please stop vandalising pages or you may be banned from Wikipedia.",0,0,0,0,0,0,False
530a49577992e362,"This article suffers from a nearly complete lack of sources. I can't even find a reference to support the idea the round was inspired by the American experience in Vietnam, as opposed to the American adoption of the round. Bueller? Bueller?",0,0,0,0,0,0,False
