id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,is_bad
8ab579dd323a9bba,"Widr's P3N15 

hey does anybody think that widr is all pissed off and angry all the time because he is sad about the size of his ding dong chingitty chong? 

thanks,
Widr's mom",1,0,0,0,0,0,True
4a77b9c1e7d87797,i luv MY CHEMICAL ROMANCE!!!!!! I DONT GIVE A FLYIN SHIT ABOUT WHATEVER NE1 ELSE SAYS!!,1,0,1,0,0,0,True
3b4b9d05ac30435c,Go fuck yourself your pathetic censorship dictator wannabe,1,1,1,0,1,0,True
95c4b86e57818541,"""

 Sockpuppet? 

Oh no Stifle. Just what do you think your doing? I've worked too hard for you to do this. And why? Dont assume, look at my contributions and what have I done? What ties me to """"Smugface"""" (as you and every second person belives)? And what sets us apart? CONSTRUCTIVE EDITS! Thats bloody what! 

Remove or find an answer.

  

Not happy Jan!

 Could we not discuss this in the stead of dirtying up each others pages?   
Your contribution patterns are very similar - very little article contributions, causing general annoyance, and yelling at anyone who tries to call you on it.   """,1,0,0,0,0,0,True
3e41157a9aa1602d,shut your hole sun of beach. nobody asked u tard,1,0,0,0,1,0,True
64ff6e995451d888,"Fuck off and mind your own business, homo",1,0,1,0,1,1,True
01ed32c427a561f5,AND HAVING A FUCKIN' BITCH ASS DAY''',1,0,1,0,1,0,True
f6fde723ecc72617,""" 

just look at what this fucktard """"""""Future Perfect at Sunrise"""""""" gave me as a reason
he said I was banned
persistent disruptive editing: move-warring, copy-and-paste moves, personal attacks, tendentious editing

""""personal attacks"""" and who the fuck done a personal attack? I've never made a personal attack on here. and I have been in here for nearly 5 years and I only bash on u cause u son of bitch blocked me for no reason. 
"""" tendentious editing"""" is totally a false accusation. 
now fuck off """"Future Perfect at Sunrise"""" and ur henchman.
""",1,0,1,0,1,0,True
4a4ad2520a2497bf,"TY, i wish there was somethng that could be done about EKS and his asshole ways",1,0,1,0,1,0,True
1b440a47a297738f,"Lies, fucking lies, may you rot in hell for all of your lies and blasphemies.",1,1,1,0,1,0,True
f5ca3675c34e5409,"""== RCN? ==

I'm violating RCN acceptable use policy?  Report me to RCN, do your worst...I've already placed my cancellation with them.

There will ALWAYS be a way around this.  It's a major flaw in Wikipedia.  Figure out a solution so you can """"get back to your serious work"""".  BWAHAHAHAHAHLosers. 207.237.233.142  """,1,0,0,0,0,0,True
f8638b675c7b8856,"Gamaliel is a power drunk punk who is buds with Jimmy.  He is extremely leftwingnut/pro-democratic, very bias and POV DRIVER and OWNER of Many political bios.  Also, Gamaliel is very belligerent and arrogant and impossible to reason with, unless you kiss his ass.68.75.164.65",1,0,0,0,0,0,True
acc6ab4c03f88f53,You suck the big one.,1,0,1,0,1,0,True
