id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,is_bad
5bc4f5947d80d4d9,"OH SHUT UP!! You are just a stupid hateful liberal who cannot stand criticism of Judaism! David Duke is NOT A MEMBER OF THE KKK, IS HE????????????????????!!!! Grow up you mongrel! For over 20 years he was a member of the Republican Party, by what part of that do you not understand?? He is not a member of a terrorist organisation and never was. His KKK was non-violent but just a pro-whites organisation against affirmative action and illegal immigration as he used it to patrol the American-Mexican borders. He LEFT his KKK in 1980 which was the same time he LEFT the Democrats! Robert Byrd was a member of a KKK WHY ARE YOU NOT SMEARING AGAINST HIM???",1,0,1,0,1,0,True
a20c40c84c1bb19d,"Are you? 

As gay as danski? if you are I will continue to attack you and your beliefs",1,0,0,0,1,1,True
f5f24fc0904fd389,"What a tramp

Talk about a bargain basement, trash bag ho.  Jeez...",1,0,0,0,0,0,True
e744de94baf7d143,Don't you want my penis?,1,0,1,0,0,0,True
a25a6e8d06c25f53,", 16 August 2008 (UTC)

I'm terribly disappointed by this.  There are enough disagreeable people on wikipedia.  I sincerely hope you change your mind again and retire, again.  You suck. 207.112.104.177  14:23",1,0,0,0,0,0,True
8f0d4301bd3e0a95,You're still a closet homosexual.,1,0,0,0,1,1,True
dd6936a9d6e08688,"""
""""Silly""""?  Please read Wikipedia:No personal attacks.   """,1,0,0,0,0,0,True
ac19d11a7ca70938,"Why to go buddy! So how is Nancy holding up?
She really is a bad admin and everyone knoes it.",1,0,0,0,0,0,True
ec10bad8086b065d,"Crap, this article sucks.  I tried reading it, but it was just one long paragraph, most likely stolen from somewhere.  Not good.",1,0,1,0,0,0,True
e44b83f9338b5ade,"I shalt sever thy head at the neck. 

It will be dreadfully slow and painful, in accordance with Wikipedia policies.",0,0,0,1,0,0,True
